Temperature logger

#Date	#Time	#Temperature
2017.04.19	18:50:37,1232	97,367
2017.04.19	18:51:07,1302	97,794
2017.04.19	18:51:37,1372	98,131
2017.04.19	18:52:07,1612	98,403
2017.04.19	18:52:37,0882	98,578
2017.04.19	18:53:07,0792	98,706
2017.04.19	18:53:37,1512	98,791
2017.04.19	18:54:07,1102	98,832
2017.04.19	18:54:37,1172	98,861
2017.04.19	18:55:07,1412	98,877
2017.04.19	18:55:37,1482	98,893
2017.04.19	18:56:07,1712	98,906
2017.04.19	18:56:37,0832	98,927
2017.04.19	18:57:07,1382	98,954
2017.04.19	18:57:37,1132	98,982
2017.04.19	18:58:07,1212	99,011
2017.04.19	18:58:37,1282	99,047
2017.04.19	18:59:07,1362	99,087
2017.04.19	18:59:37,1752	99,129
2017.04.19	19:00:07,0862	99,172
2017.04.19	19:00:37,1102	99,213
2017.04.19	19:01:07,1172	99,253
2017.04.19	19:01:37,1242	99,290
2017.04.19	19:02:07,1312	99,315
2017.04.19	19:02:37,1392	99,343
2017.04.19	19:03:07,1622	99,368
2017.04.19	19:03:37,0732	99,388
2017.04.19	19:04:07,0972	99,417
2017.04.19	19:04:37,1052	99,436
2017.04.19	19:05:07,1128	99,451
2017.04.19	19:05:37,1398	99,469
2017.04.19	19:06:07,1498	99,491
2017.04.19	19:06:37,1608	99,506
2017.04.19	19:07:07,0908	99,514
2017.04.19	19:07:37,1168	99,520
2017.04.19	19:08:07,1108	99,524
2017.04.19	19:08:37,1388	99,524
2017.04.19	19:09:07,1478	99,522
2017.04.19	19:09:37,1588	99,516
2017.04.19	19:10:07,0888	99,515
2017.04.19	19:10:37,0988	99,509
2017.04.19	19:11:07,1258	99,499
2017.04.19	19:11:37,1358	99,493
2017.04.19	19:12:07,1458	99,489
2017.04.19	19:12:37,1718	99,484
2017.04.19	19:13:07,0868	99,482
2017.04.19	19:13:37,0968	99,486
2017.04.19	19:14:07,1228	99,485
2017.04.19	19:14:37,1338	99,485
2017.04.19	19:15:07,1598	99,487
2017.04.19	19:15:37,0748	99,490
2017.04.19	19:16:07,0848	99,496
2017.04.19	19:16:37,1108	99,500
2017.04.19	19:17:07,1218	99,506
2017.04.19	19:17:37,1478	99,505
2017.04.19	19:18:07,1418	99,513
2017.04.19	19:18:37,0888	99,521
2017.04.19	19:19:07,0988	99,528
2017.04.19	19:19:37,1088	99,532
2017.04.19	19:20:07,1358	99,533
2017.04.19	19:20:37,1298	99,537
2017.04.19	19:21:07,1558	99,541
2017.04.19	19:21:37,1188	99,542
2017.04.19	19:22:07,0968	99,544
2017.04.19	19:22:37,1068	99,548
2017.04.19	19:23:07,1178	99,547
2017.04.19	19:23:37,1438	99,551
2017.04.19	19:24:07,1548	99,555
2017.04.19	19:24:37,0848	99,558
2017.04.19	19:25:07,1268	99,565
2017.04.19	19:25:37,1058	99,569
2017.04.19	19:26:07,1318	99,575
2017.04.19	19:26:37,1418	99,579
2017.04.19	19:27:07,1518	99,583
2017.04.19	19:27:37,0828	99,588
2017.04.19	19:28:07,1088	99,599
2017.04.19	19:28:37,1348	99,608
2017.04.19	19:29:07,1298	99,611
2017.04.19	19:29:37,1398	99,616
2017.04.19	19:30:07,1658	99,621
2017.04.19	19:30:37,0808	99,627
2017.04.19	19:31:07,0908	99,630
2017.04.19	19:31:37,1168	99,634
2017.04.19	19:32:07,1278	99,644
2017.04.19	19:32:37,1538	99,648
2017.04.19	19:33:07,1698	99,651
2017.04.19	19:33:37,0788	99,649
2017.04.19	19:34:07,1048	99,652
2017.04.19	19:34:37,1158	99,657
2017.04.19	19:35:07,1258	99,654
2017.04.19	19:35:37,1518	99,658
2017.04.19	19:36:07,1628	99,659
2017.04.19	19:36:37,0928	99,656
2017.04.19	19:37:07,1028	99,653
2017.04.19	19:37:37,1138	99,653
2017.04.19	19:38:07,1398	99,649
2017.04.19	19:38:37,1498	99,648
2017.04.19	19:39:07,1758	99,649
2017.04.19	19:39:37,0908	99,643
2017.04.19	19:40:07,1008	99,637
2017.04.19	19:40:37,1278	99,630
2017.04.19	19:41:07,1378	99,621
2017.04.19	19:41:37,1478	99,617
2017.04.19	19:42:07,1588	99,615
2017.04.19	19:42:37,0888	99,613
2017.04.19	19:43:07,0828	99,611
2017.04.19	19:43:37,1098	99,609
2017.04.19	19:44:07,1198	99,611
2017.04.19	19:44:37,1308	99,617
2017.04.19	19:45:07,1568	99,623
2017.04.19	19:45:37,0708	99,624
2017.04.19	19:46:07,0968	99,632
2017.04.19	19:46:37,1078	99,639
2017.04.19	19:47:07,1178	99,641
2017.04.19	19:47:37,1438	99,644
2017.04.19	19:48:07,1548	99,642
2017.04.19	19:48:37,0848	99,646
2017.04.19	19:49:07,0958	99,647
2017.04.19	19:49:37,1218	99,644
2017.04.19	19:50:07,1318	99,643
2017.04.19	19:50:37,1418	99,645
2017.04.19	19:51:07,1688	99,641
2017.04.19	19:51:37,0828	99,639
2017.04.19	19:52:07,0928	99,639
2017.04.19	19:52:37,1038	99,642
2017.04.19	19:53:07,1618	99,650
2017.04.19	19:53:37,1398	99,654
2017.04.19	19:54:07,1668	99,657
2017.04.19	19:54:37,0968	99,657
2017.04.19	19:55:07,0908	99,663
2017.04.19	19:55:37,1178	99,667
2017.04.19	19:56:07,1278	99,669
2017.04.19	19:56:37,1698	99,670
2017.04.19	19:57:07,1648	99,672
2017.04.19	19:57:37,0948	99,675
2017.04.19	19:58:07,1088	99,676
2017.04.19	19:58:37,1158	99,678
2017.04.19	19:59:07,1418	99,679
2017.04.19	19:59:37,1368	99,679
2017.04.19	20:00:07,1628	99,682
2017.04.19	20:00:37,0928	99,679
2017.04.19	20:01:07,0878	99,676
2017.04.19	20:01:37,1298	99,666
2017.04.19	20:02:07,1248	99,664
2017.04.19	20:02:37,1498	99,663
2017.04.19	20:03:07,1608	99,662
2017.04.19	20:03:37,1238	99,662
2017.04.19	20:04:07,1168	99,660
2017.04.19	20:04:37,1278	99,659
2017.04.19	20:05:07,1378	99,661
2017.04.19	20:05:37,1488	99,664
2017.04.19	20:06:07,1748	99,664
2017.04.19	20:06:37,0888	99,666
2017.04.19	20:07:07,1158	99,669
2017.04.19	20:07:37,1258	99,670
2017.04.19	20:08:07,1358	99,673
2017.04.19	20:08:37,1468	99,675
2017.04.19	20:09:07,1728	99,678
2017.04.19	20:09:37,0868	99,681
2017.04.19	20:10:07,0978	99,683
2017.04.19	20:10:37,1238	99,682
2017.04.19	20:11:07,1498	99,680
2017.04.19	20:11:37,1608	99,677
2017.04.19	20:12:07,0748	99,680
2017.04.19	20:12:37,0848	99,685
2017.04.19	20:13:07,1118	99,691
2017.04.19	20:13:37,1218	99,694
2017.04.19	20:14:07,1798	99,694
2017.04.19	20:14:37,1588	99,694
2017.04.19	20:15:07,0728	99,696
2017.04.19	20:15:37,0998	99,696
2017.04.19	20:16:07,1098	99,695
2017.04.19	20:16:37,1198	99,698
2017.04.19	20:17:07,1298	99,698
2017.04.19	20:17:37,2048	99,701
2017.04.19	20:18:07,0868	99,699
2017.04.19	20:18:37,0968	99,699
2017.04.19	20:19:07,1078	99,698
2017.04.19	20:19:37,1338	99,700
2017.04.19	20:20:07,1448	99,704
2017.04.19	20:20:37,1548	99,707
2017.04.19	20:21:07,0848	99,703
2017.04.19	20:21:37,0948	99,701
2017.04.19	20:22:07,1218	99,700
2017.04.19	20:22:37,1168	99,701
2017.04.19	20:23:07,1428	99,706
2017.04.19	20:23:37,1688	99,708
2017.04.19	20:24:07,0828	99,711
2017.04.19	20:24:37,0928	99,713
2017.04.19	20:25:07,1038	99,713
2017.04.19	20:25:37,1298	99,713
2017.04.19	20:26:07,1508	99,711
2017.04.19	20:26:37,1668	99,713
2017.04.19	20:27:07,0808	99,714
2017.04.19	20:27:37,0918	99,715
2017.04.19	20:28:07,1498	99,714
2017.04.19	20:28:37,1278	99,712
2017.04.19	20:29:07,1388	99,711
2017.04.19	20:29:37,1648	99,710
2017.04.19	20:30:07,0938	99,709
2017.04.19	20:30:37,1058	99,709
2017.04.19	20:31:07,1158	99,707
2017.04.19	20:31:37,1588	99,710
2017.04.19	20:32:07,1528	99,712
2017.04.19	20:32:37,1628	99,715
2017.04.19	20:33:07,0768	99,715
2017.04.19	20:33:37,1038	99,717
2017.04.19	20:34:07,1138	99,717
2017.04.19	20:34:37,1398	99,720
2017.04.19	20:35:07,1668	99,718
2017.04.19	20:35:37,1608	99,720
2017.04.19	20:36:07,0841	99,721
2017.04.19	20:36:37,0831	99,723
2017.04.19	20:37:07,0971	99,723
2017.04.19	20:37:37,0971	99,727
2017.04.19	20:38:07,0941	99,729
2017.04.19	20:38:37,1561	99,727
2017.04.19	20:39:07,1061	99,724
2017.04.19	20:39:37,1211	99,724
2017.04.19	20:40:07,1031	99,726
2017.04.19	20:40:37,1171	99,728
2017.04.19	20:41:07,1194	99,725
2017.04.19	20:41:37,1394	99,729
2017.04.19	20:42:07,1434	99,731
2017.04.19	20:42:37,1484	99,734
2017.04.19	20:43:07,0724	99,732
2017.04.19	20:43:37,0764	99,729
2017.04.19	20:44:07,0814	99,730
2017.04.19	20:44:37,1014	99,730
2017.04.19	20:45:07,1064	99,727
2017.04.19	20:45:37,1264	99,730
2017.04.19	20:46:07,1321	99,731
2017.04.19	20:46:37,1401	99,728
2017.04.19	20:47:07,1631	99,726
2017.04.19	20:47:37,0741	99,728
2017.04.19	20:48:07,0971	99,731
2017.04.19	20:48:37,1051	99,731
2017.04.19	20:49:07,1121	99,735
2017.04.19	20:49:37,1201	99,735
2017.04.19	20:50:07,1431	99,737
2017.04.19	20:50:37,1661	99,739
2017.04.19	20:51:07,0781	99,739
2017.04.19	20:51:37,0851	99,735
2017.04.19	20:52:07,0921	99,733
2017.04.19	20:52:37,1161	99,737
2017.04.19	20:53:07,1231	99,740
2017.04.19	20:53:37,1301	99,741
2017.04.19	20:54:07,1541	99,739
2017.04.19	20:54:37,1611	99,740
2017.04.19	20:55:07,0731	99,739
2017.04.19	20:55:37,0991	99,739
2017.04.19	20:56:07,1031	99,742
2017.04.19	20:56:37,1271	99,744
2017.04.19	20:57:07,1341	99,744
2017.04.19	20:57:37,1411	99,747
2017.04.19	20:58:07,1641	99,748
2017.04.19	20:58:37,0761	99,744
2017.04.19	20:59:07,0831	99,741
2017.04.19	20:59:37,1061	99,739
2017.04.19	21:00:07,1141	99,738
2017.04.19	21:00:37,1371	99,739
2017.04.19	21:01:07,1468	99,742
2017.04.19	21:01:37,1568	99,745
2017.04.19	21:02:07,0868	99,754
2017.04.19	21:02:37,0978	99,760
2017.04.19	21:03:07,1238	99,764
2017.04.19	21:03:37,1338	99,765
2017.04.19	21:04:07,1448	99,765
2017.04.19	21:04:37,1548	99,767
2017.04.19	21:05:07,1008	99,766
2017.04.19	21:05:37,0958	99,770
2017.04.19	21:06:07,1218	99,772
2017.04.19	21:06:37,1318	99,773
2017.04.19	21:07:07,1428	99,770
2017.04.19	21:07:37,1688	99,767
2017.04.19	21:08:07,0998	99,765
2017.04.19	21:08:37,0938	99,763
2017.04.19	21:09:07,1198	99,760
2017.04.19	21:09:37,1298	99,761
2017.04.19	21:10:07,1408	99,760
2017.04.19	21:10:37,1668	99,763
2017.04.19	21:11:07,0968	99,765
2017.04.19	21:11:37,1078	99,761
2017.04.19	21:12:07,1248	99,756
2017.04.19	21:12:37,1278	99,757
2017.04.19	21:13:07,1548	99,753
2017.04.19	21:13:37,1688	99,750
2017.04.19	21:14:07,0848	99,751
2017.04.19	21:14:37,1058	99,751
2017.04.19	21:15:07,1318	99,750
2017.04.19	21:15:37,1418	99,748
2017.04.19	21:16:07,1528	99,747
2017.04.19	21:16:37,0668	99,746
2017.04.19	21:17:07,0938	99,744
2017.04.19	21:17:37,1118	99,742
2017.04.19	21:18:07,1298	99,745
2017.04.19	21:18:37,1408	99,748
2017.04.19	21:19:07,1508	99,752
2017.04.19	21:19:37,0808	99,758
2017.04.19	21:20:07,0918	99,762
2017.04.19	21:20:37,1018	99,765
2017.04.19	21:21:07,1278	99,766
2017.04.19	21:21:37,1388	99,769
2017.04.19	21:22:07,1488	99,772
2017.04.19	21:22:37,0788	99,774
2017.04.19	21:23:07,0898	99,776
2017.04.19	21:23:37,1158	99,776
2017.04.19	21:24:07,1268	99,779
2017.04.19	21:24:37,1368	99,784
2017.04.19	21:25:07,1628	99,784
2017.04.19	21:25:37,0768	99,782
2017.04.19	21:26:07,1038	99,785
2017.04.19	21:26:37,1138	99,784
2017.04.19	21:27:07,1248	99,784
2017.04.19	21:27:37,1508	99,783
2017.04.19	21:28:07,1608	99,784
2017.04.19	21:28:37,0758	99,784
2017.04.19	21:29:07,0878	99,786
2017.04.19	21:29:37,1118	99,789
2017.04.19	21:30:07,1488	99,788
2017.04.19	21:30:37,1488	99,788
2017.04.19	21:31:07,1588	99,790
2017.04.19	21:31:37,0898	99,790
2017.04.19	21:32:07,0998	99,790
2017.04.19	21:32:37,1108	99,786
2017.04.19	21:33:07,1208	99,785
2017.04.19	21:33:37,1468	99,782
2017.04.19	21:34:07,1568	99,780
2017.04.19	21:34:37,0878	99,777
2017.04.19	21:35:07,0978	99,776
2017.04.19	21:35:37,1088	99,778
2017.04.19	21:36:07,1348	99,781
2017.04.19	21:36:37,1448	99,781
2017.04.19	21:37:07,1558	99,782
2017.04.19	21:37:37,0898	99,782
2017.04.19	21:38:07,0958	99,779
2017.04.19	21:38:37,1388	99,781
2017.04.19	21:39:07,1328	99,780
2017.04.19	21:39:37,1588	99,779
2017.04.19	21:40:07,1698	99,781
2017.04.19	21:40:37,0838	99,781
2017.04.19	21:41:07,1098	99,778
2017.04.19	21:41:37,1208	99,775
2017.04.19	21:42:07,1308	99,774
2017.04.19	21:42:37,1578	99,773
2017.04.19	21:43:07,1678	99,775
2017.04.19	21:43:37,0818	99,778
2017.04.19	21:44:07,0928	99,780
2017.04.19	21:44:37,1188	99,780
2017.04.19	21:45:07,1128	99,778
2017.04.19	21:45:37,1398	99,777
2017.04.19	21:46:07,1498	99,777
2017.04.19	21:46:37,0958	99,773
2017.04.19	21:47:07,0908	99,775
2017.04.19	21:47:37,1008	99,779
2017.04.19	21:48:07,1268	99,782
2017.04.19	21:48:37,1378	99,781
2017.04.19	21:49:07,1478	99,780
2017.04.19	21:49:37,0858	99,780
2017.04.19	21:50:07,0888	99,777
2017.04.19	21:50:37,1148	99,775
2017.04.19	21:51:07,1248	99,775
2017.04.19	21:51:37,1358	99,778
2017.04.19	21:52:07,1618	99,803
2017.04.19	21:52:37,0768	99,860
2017.04.19	21:53:07,1028	99,973
2017.04.19	21:53:37,1128	100,143
2017.04.19	21:54:07,1238	100,412
2017.04.19	21:54:37,1498	100,778
2017.04.19	21:55:07,1598	101,281
2017.04.19	21:55:37,0908	101,926
2017.04.19	21:56:07,1008	102,597
2017.04.19	21:56:37,1108	103,279
2017.04.19	21:57:07,1378	103,954
2017.04.19	21:57:37,1478	104,682
2017.04.19	21:58:07,1578	105,353
2017.04.19	21:58:37,0888	105,998
2017.04.19	21:59:07,1018	106,669
2017.04.19	21:59:37,1098	107,236
2017.04.19	22:00:07,1358	107,769
2017.04.19	22:00:37,1458	108,255
2017.04.19	22:01:07,1728	108,720
2017.04.19	22:01:37,0868	109,129
2017.04.19	22:02:07,0968	109,523
2017.04.19	22:02:37,1238	109,924
2017.04.19	22:03:07,1338	110,293
2017.04.19	22:03:37,1598	110,673
2017.04.19	22:04:07,1548	111,054
2017.04.19	22:04:37,0848	111,477
2017.04.19	22:05:07,1118	111,887
2017.04.19	22:05:37,1218	112,312
2017.04.19	22:06:07,1328	112,791
2017.04.19	22:06:37,1428	113,250
2017.04.19	22:07:07,1688	113,728
2017.04.19	22:07:37,0838	114,204
2017.04.19	22:08:07,1098	114,736
2017.04.19	22:08:37,1198	115,244
2017.04.19	22:09:07,1308	115,737
2017.04.19	22:09:37,1568	116,281
2017.04.19	22:10:07,1828	116,776
2017.04.19	22:10:37,0818	117,270
2017.04.19	22:11:07,1078	117,687
2017.04.19	22:11:37,1188	118,040
2017.04.19	22:12:07,1448	118,273
2017.04.19	22:12:37,1548	118,437
2017.04.19	22:13:07,0698	118,553
2017.04.19	22:13:37,0958	118,605
2017.04.19	22:14:07,1158	118,644
2017.04.19	22:14:37,1168	118,661
2017.04.19	22:15:07,1428	118,683
2017.04.19	22:15:37,1528	118,705
2017.04.19	22:16:07,0838	118,734
2017.04.19	22:16:37,0938	118,773
2017.04.19	22:17:07,1198	118,811
2017.04.19	22:17:37,1308	118,843
2017.04.19	22:18:07,1408	118,884
2017.04.19	22:18:37,1508	118,932
2017.04.19	22:19:07,0858	118,985
2017.04.19	22:19:37,0918	119,036
2017.04.19	22:20:07,1178	119,096
2017.04.19	22:20:37,1288	119,149
2017.04.19	22:21:07,1388	119,188
2017.04.19	22:21:37,1648	119,217
2017.04.19	22:22:07,0798	119,245
2017.04.19	22:22:37,1068	119,271
2017.04.19	22:23:07,1008	119,291
2017.04.19	22:23:37,1268	119,307
2017.04.19	22:24:07,1368	119,320
2017.04.19	22:24:37,1638	119,341
2017.04.19	22:25:07,0938	119,351
2017.04.19	22:25:37,1038	119,356
2017.04.19	22:26:07,1148	119,363
2017.04.19	22:26:37,1248	119,361
2017.04.19	22:27:07,1348	119,355
2017.04.19	22:27:37,1618	119,355
2017.04.19	22:28:07,0767	119,351
2017.04.19	22:28:37,1017	119,344
2017.04.19	22:29:07,1128	119,344
2017.04.19	22:29:37,1228	119,348
2017.04.19	22:30:07,1488	119,349
2017.04.19	22:30:37,1598	119,353
2017.04.19	22:31:07,0897	119,360
2017.04.19	22:31:37,1007	119,361
2017.04.19	22:32:07,1107	119,370
2017.04.19	22:32:37,1368	119,371
2017.04.19	22:33:07,1468	119,373
2017.04.19	22:33:37,1578	119,379
2017.04.19	22:34:07,1037	119,381
2017.04.19	22:34:37,0987	119,382
2017.04.19	22:35:07,1247	119,391
2017.04.19	22:35:37,1347	119,396
2017.04.19	22:36:07,1447	119,397
2017.04.19	22:36:37,1718	119,401
2017.04.19	22:37:07,0857	119,407
2017.04.19	22:37:37,1127	119,408
2017.04.19	22:38:07,1227	119,404
2017.04.19	22:38:37,1487	119,403
2017.04.19	22:39:07,1597	119,405
2017.04.19	22:39:37,1858	119,409
2017.04.19	22:40:07,0677	119,409
2017.04.19	22:40:37,0947	119,413
2017.04.19	22:41:07,1047	119,418
2017.04.19	22:41:37,1147	119,424
2017.04.19	22:42:07,1417	119,432
2017.04.19	22:42:37,1517	119,437
2017.04.19	22:43:07,0827	119,445
2017.04.19	22:43:37,0927	119,445
2017.04.19	22:44:07,1027	119,445
2017.04.19	22:44:37,1287	119,451
2017.04.19	22:45:07,1557	119,460
2017.04.19	22:45:37,1497	119,470
2017.04.19	22:46:07,0797	119,479
2017.04.19	22:46:37,0907	119,484
2017.04.19	22:47:07,1167	119,488
2017.04.19	22:47:37,1307	119,493
2017.04.19	22:48:07,1377	119,498
2017.04.19	22:48:37,1637	119,504
2017.04.19	22:49:07,0777	119,508
2017.04.19	22:49:37,0887	119,507
2017.04.19	22:50:07,1147	119,508
2017.04.19	22:50:37,1257	119,510
2017.04.19	22:51:07,1517	119,517
2017.04.19	22:51:37,1467	119,524
2017.04.19	22:52:07,0927	119,528
2017.04.19	22:52:37,1037	119,531
2017.04.19	22:53:07,1127	119,533
2017.04.19	22:53:37,1397	119,539
2017.04.19	22:54:07,1347	119,536
2017.04.19	22:54:37,1597	119,535
2017.04.19	22:55:07,1387	119,534
2017.04.19	22:55:37,1167	119,535
2017.04.19	22:56:07,1127	119,534
2017.04.19	22:56:37,1217	119,536
2017.04.19	22:57:07,1477	119,534
2017.04.19	22:57:37,1587	119,537
2017.04.19	22:58:07,0887	119,537
2017.04.19	22:58:37,1467	119,535
2017.04.19	22:59:07,1257	119,535
2017.04.19	22:59:37,1357	119,540
2017.04.19	23:00:07,1457	119,542
2017.04.19	23:00:37,1557	119,540
2017.04.19	23:01:07,0867	119,540
2017.04.19	23:01:37,0967	119,534
2017.04.19	23:02:07,1397	119,527
2017.04.19	23:02:37,1337	119,531
2017.04.19	23:03:07,1437	119,534
2017.04.19	23:03:37,1707	119,534
2017.04.19	23:04:07,0847	119,535
2017.04.19	23:04:37,0947	119,533
2017.04.19	23:05:07,1247	119,534
2017.04.19	23:05:37,1477	119,539
2017.04.19	23:06:07,1577	119,540
2017.04.19	23:06:37,1687	119,541
2017.04.19	23:07:07,0827	119,540
2017.04.19	23:07:37,1097	119,540
2017.04.19	23:08:07,1197	119,541
2017.04.19	23:08:37,1297	119,540
2017.04.19	23:09:07,1557	119,543
2017.04.19	23:09:37,0867	119,546
2017.04.19	23:10:07,0967	119,552
2017.04.19	23:10:37,1067	119,552
2017.04.19	23:11:07,1177	119,551
2017.04.19	23:11:37,1437	119,557
2017.04.19	23:12:07,1547	119,553
2017.04.19	23:12:37,1007	119,552
2017.04.19	23:13:07,0947	119,553
2017.04.19	23:13:37,1057	119,552
2017.04.19	23:14:07,1317	119,554
2017.04.19	23:14:37,1417	119,555
2017.04.19	23:15:07,1527	119,556
2017.04.19	23:15:37,0827	119,556
2017.04.19	23:16:07,1097	119,560
2017.04.19	23:16:37,1197	119,562
2017.04.19	23:17:07,1297	119,565
2017.04.19	23:17:37,1407	119,561
2017.04.19	23:18:07,1667	119,565
2017.04.19	23:18:37,0807	119,570
2017.04.19	23:19:07,1077	119,569
2017.04.19	23:19:37,1177	119,569
2017.04.19	23:20:07,1277	119,571
2017.04.19	23:20:37,1387	119,573
2017.04.19	23:21:07,1647	119,576
2017.04.19	23:21:37,0797	119,574
2017.04.19	23:22:07,0897	119,580
2017.04.19	23:22:37,1157	119,585
2017.04.19	23:23:07,1747	119,584
2017.04.19	23:23:37,1367	119,583
2017.04.19	23:24:07,1627	119,585
2017.04.19	23:24:37,0777	119,580
2017.04.19	23:25:07,1037	119,584
2017.04.19	23:25:37,1137	119,589
2017.04.19	23:26:07,1247	119,592
2017.04.19	23:26:37,1827	119,588
2017.04.19	23:27:07,1607	119,586
2017.04.19	23:27:37,0917	119,577
2017.04.19	23:28:07,1017	119,578
2017.04.19	23:28:37,1117	119,582
2017.04.19	23:29:07,1387	119,584
2017.04.19	23:29:37,1487	119,589
2017.04.19	23:30:07,1917	119,588
2017.04.19	23:30:37,0897	119,590
2017.04.19	23:31:07,0997	119,591
2017.04.19	23:31:37,1107	119,595
2017.04.19	23:32:07,1367	119,596
2017.04.19	23:32:37,1467	119,596
2017.04.19	23:33:07,1727	119,594
2017.04.19	23:33:37,1357	119,595
2017.04.19	23:34:07,0977	119,590
2017.04.19	23:34:37,1247	119,594
2017.04.19	23:35:07,1347	119,597
2017.04.19	23:35:37,1627	119,600
2017.04.19	23:36:07,1807	119,600
2017.04.19	23:36:37,0857	119,603
2017.04.19	23:37:07,0807	119,601
2017.04.19	23:37:37,1067	119,602
2017.04.19	23:38:07,1167	119,605
2017.04.19	23:38:37,1427	119,609
2017.04.19	23:39:07,1537	119,610
2017.04.19	23:39:37,0837	119,614
2017.04.19	23:40:07,0937	119,617
2017.04.19	23:40:37,1367	119,616
2017.04.19	23:41:07,1307	119,614
2017.04.19	23:41:37,1447	119,612
2017.04.19	23:42:07,1677	119,611
2017.04.19	23:42:37,0817	119,612
2017.04.19	23:43:07,0927	119,612
2017.04.19	23:43:37,1187	119,611
2017.04.19	23:44:07,1447	119,615
2017.04.19	23:44:37,1397	119,616
2017.04.19	23:45:07,1657	119,617
2017.04.19	23:45:37,0797	119,617
2017.04.19	23:46:07,0907	119,626
2017.04.19	23:46:37,1167	119,627
2017.04.19	23:47:07,1267	119,625
2017.04.19	23:47:37,2017	119,625
2017.04.19	23:48:07,1637	119,624
2017.04.19	23:48:37,0777	119,625
2017.04.19	23:49:07,1047	119,627
2017.04.19	23:49:37,1167	119,627
2017.04.19	23:50:07,1247	119,629
2017.04.19	23:50:37,1357	119,630
2017.04.19	23:51:07,2097	119,632
2017.04.19	23:51:37,0917	119,629
2017.04.19	23:52:07,1027	119,628
2017.04.19	23:52:37,1127	119,629
2017.04.19	23:53:07,1387	119,630
2017.04.19	23:53:37,1497	119,630
2017.04.19	23:54:07,1597	119,627
2017.04.19	23:54:37,0747	119,626
2017.04.19	23:55:07,1007	119,624
2017.04.19	23:55:37,1107	119,628
2017.04.19	23:56:07,1367	119,625
2017.04.19	23:56:37,1477	119,623
2017.04.19	23:57:07,1577	119,624
2017.04.19	23:57:37,0877	119,626
2017.04.19	23:58:07,1147	119,626
2017.04.19	23:58:37,1087	119,626
2017.04.19	23:59:07,1347	119,625
2017.04.19	23:59:37,1457	119,623
2017.04.20	00:00:07,1717	119,628
2017.04.20	00:00:37,1017	119,634
2017.04.20	00:01:07,0967	119,638
2017.04.20	00:01:37,1227	119,648
2017.04.20	00:02:07,1337	119,649
2017.04.20	00:02:37,1597	119,654
2017.04.20	00:03:07,1707	119,652
2017.04.20	00:03:37,0847	119,656
2017.04.20	00:04:07,1107	119,657
2017.04.20	00:04:37,1217	119,653
2017.04.20	00:05:07,1787	119,653
2017.04.20	00:05:37,1577	119,650
2017.04.20	00:06:07,0717	119,648
2017.04.20	00:06:37,1007	119,648
2017.04.20	00:07:07,1087	119,650
2017.04.20	00:07:37,1187	119,648
2017.04.20	00:08:07,1447	119,650
2017.04.20	00:08:37,1717	119,650
2017.04.20	00:09:07,0857	119,647
2017.04.20	00:09:37,0957	119,645
2017.04.20	00:10:07,1067	119,648
2017.04.20	00:10:37,1327	119,650
2017.04.20	00:11:07,1437	119,649
2017.04.20	00:11:37,1697	119,651
2017.04.20	00:12:07,0837	119,652
2017.04.20	00:12:37,0937	119,653
2017.04.20	00:13:07,1207	119,651
2017.04.20	00:13:37,1157	119,650
2017.04.20	00:14:07,1417	119,646
2017.04.20	00:14:37,1677	119,646
2017.04.20	00:15:07,0817	119,647
2017.04.20	00:15:37,1137	119,646
2017.04.20	00:16:07,1187	119,649
2017.04.20	00:16:37,1287	119,648
2017.04.20	00:17:07,1397	119,647
2017.04.20	00:17:37,1657	119,647
2017.04.20	00:18:07,0797	119,650
2017.04.20	00:18:37,1057	119,648
2017.04.20	00:19:07,1167	119,649
2017.04.20	00:19:37,1267	119,647
2017.04.20	00:20:07,1377	119,648
2017.04.20	00:20:37,1637	119,654
2017.04.20	00:21:07,0937	119,654
2017.04.20	00:21:37,1047	119,657
2017.04.20	00:22:07,1147	119,658
2017.04.20	00:22:37,1407	119,656
2017.04.20	00:23:07,1517	119,658
2017.04.20	00:23:37,1617	119,656
2017.04.20	00:24:07,0757	119,661
2017.04.20	00:24:37,1027	119,662
2017.04.20	00:25:07,1287	119,663
2017.04.20	00:25:37,1387	119,662
2017.04.20	00:26:07,1497	119,661
2017.04.20	00:26:37,1597	119,659
2017.04.20	00:27:07,0897	119,659
2017.04.20	00:27:37,1007	119,656
2017.04.20	00:28:07,1267	119,659
2017.04.20	00:28:37,1367	119,658
2017.04.20	00:29:07,1477	119,660
2017.04.20	00:29:37,2067	119,658
2017.04.20	00:30:07,1037	119,655
2017.04.20	00:30:37,0987	119,657
2017.04.20	00:31:07,1247	119,660
2017.04.20	00:31:37,1367	119,662
2017.04.20	00:32:07,1617	119,662
2017.04.20	00:32:37,1717	119,664
2017.04.20	00:33:07,0857	119,663
2017.04.20	00:33:37,0807	119,664
2017.04.20	00:34:07,1067	119,668
2017.04.20	00:34:37,1167	119,672
2017.04.20	00:35:07,1597	119,676
2017.04.20	00:35:37,1537	119,674
2017.04.20	00:36:07,0677	119,676
2017.04.20	00:36:37,0947	119,670
2017.04.20	00:37:07,1047	119,670
2017.04.20	00:37:37,1317	119,671
2017.04.20	00:38:07,1417	119,667
2017.04.20	00:38:37,1517	119,671
2017.04.20	00:39:07,0977	119,670
